s	r	d	f	mean	sd
0.01	0.0001	10	0.2	95.3031705459288	1.83489021058515
0.01	0.0001	10	0.25	267.257056401988	43.6547012589031
0.01	0.0001	10	0.3	456.009894776231	24.6228800244875
0.01	0.0001	10	0.35	945.013566318092	196.69527497398
0.01	0.0001	10	0.4	2655.73319196551	968.235288134746
0.01	0.0001	10	0.45	3194.97907911508	1219.82229234811
0.01	0.0001	10	0.5	7984.34873310181	1430.62044467065
0.01	0.0001	10	0.55	6606.97468024309	325.974372717145
0.01	0.0001	10	0.6	9752.69156893087	1997.85518082201
0.01	0.0001	10	0.65	7747.40048761052	224.028339659288
0.01	0.0001	10	0.7	14319.3488610386	1800.17107506409
0.01	0.0001	10	0.75	7957.88729118334	1546.00710061664
0.01	0.0001	10	0.8	10723.5015989241	750.967937821295
0.01	0.0001	10	0.85	17530.7670686303	975.930690731827
0.01	0.0001	10	0.9	21572.5815486874	9320.34789604943
0.01	0.0001	10	0.95	21076.5495307253	16125.0174489813
0.01	0.0001	10	1	11174.8409038	596.598303158386
0.01	0.0001	10	1.05	18427.7232357454	2682.70575458153
0.01	0.0001	10	1.1	27081.8790047901	1570.14013356532
0.01	0.0001	10	1.15	38122.0656999779	4365.33026339524
0.01	0.0001	10	1.2	45783.6490901517	15793.774978346
0.01	0.0001	10	1.25	33418.7976025923	27423.0323502778
0.01	0.0001	10	1.3	20733.0902632712	20786.7945016936
0.01	0.0001	10	1.35	13506.8057613785	570.403390361624
0.01	0.0001	10	1.4	20523.6152417023	1477.69805096875
0.01	0.0001	10	1.45	28048.7184794189	1878.89801739935
0.01	0.0001	10	1.5	47533.6572303757	15871.4189999443
0.01	0.001	1	0.1	1.15195699836867	0.0185966256576595
0.01	0.001	1	0.15	1.25396769995389	0.0655035202630433
0.01	0.001	1	0.2	1.42267740569188	0.0656798225122451
0.01	0.001	1	0.25	1.63760276258635	0.0663269586967577
0.01	0.001	1	0.3	1.92249291903029	0.0318733361791321
0.01	0.001	1	0.35	2.17239379402235	0.068766633592275
0.01	0.001	1	0.4	2.48167275627017	0.0191104958749962
0.01	0.001	1	0.45	2.80517142399882	0.0100984658451526
0.01	0.001	1	0.5	na	na
0.01	0.001	1	0.55	na	na
0.01	0.001	1	0.6	na	na
0.01	0.001	1	0.65	4.46632421652762	0.000220482042837917
0.01	0.001	1	0.7	5.01129302190736	0.000254158999403689
0.01	0.001	1	0.75	5.62250891227142	0.000478147667271097
0.01	0.001	1	0.8	6.30903505405464	0.000216786704226484
0.01	0.001	1	0.85	7.07899215737054	0.000192041595730052
0.01	0.001	1	0.9	7.94267689302214	0.000154846093490188
0.01	0.001	1	0.95	8.91195075817514	0.000182132147760305
0.01	0.001	1	1	9.9992728	0.000197950903003565
0.01	0.001	1	1.05	11.2197144145306	0.000145543466009597
0.01	0.001	1	1.1	12.5887465086114	0.000434212095706328
0.01	0.001	1	1.15	14.1249921852646	7.11196745739678e-05
0.01	0.001	1	1.2	15.8485042753717	0.000111673445692118
0.01	0.001	1	1.25	17.7824080961249	0.000181688764755454
0.01	0.001	1	1.3	19.9521872393564	0.00016081834021421
0.01	0.001	1	1.35	22.3863730069971	0.000339619219680709
0.01	0.001	1	1.4	25.1179622695704	0.000295236967950108
0.01	0.001	1	1.45	28.1831279698483	0.000353765972309562
0.01	0.001	1	1.5	31.6217048045027	0.000470436020576766
0.01	0.001	2	0.1	1.41510856888492	0.0448375315584308
0.01	0.001	2	0.15	1.68763080415989	0.121978215138013
0.01	0.001	2	0.2	2.36560991397305	0.071432186568064
0.01	0.001	2	0.25	3.10366664889914	0.0410300804627156
0.01	0.001	2	0.3	3.95926072834801	0.0141154026141824
0.01	0.001	2	0.35	5.00894232619127	0.0020190838771426
0.01	0.001	2	0.4	6.30512302958944	0.00314930721844419
0.01	0.001	2	0.45	7.93862957690821	0.00357602797666615
0.01	0.001	2	0.5	9.99451181443597	0.00436330207902729
0.01	0.001	2	0.55	12.5863848208264	0.00209912339871187
0.01	0.001	2	0.6	15.8444589431149	0.00222751539149355
0.01	0.001	2	0.65	19.9505734823579	0.00139639642192401
0.01	0.001	2	0.7	25.1145568903473	0.00417645205692185
0.01	0.001	2	0.75	31.6201092600266	0.000857298535858406
0.01	0.001	2	0.8	39.8091167885688	0.00081840112008858
0.01	0.001	2	0.85	50.1164015210141	0.00167292677052888
0.01	0.001	2	0.9	63.0911242253056	0.00306389600316278
0.01	0.001	2	0.95	79.4300797081474	0.0013934870521328
0.01	0.001	2	1	99.9965728	0.00252813444262685
0.01	0.001	2	1.05	125.889700905494	0.0006967218833066
0.01	0.001	2	1.1	158.485236651358	0.00218950159309235
0.01	0.001	2	1.15	199.518926052806	0.0024925429450275
0.01	0.001	2	1.2	251.184473098042	0.00141264364412596
0.01	0.001	2	1.25	316.218646738168	0.00278560409155795
0.01	0.001	2	1.3	398.096910565148	0.00418227024811862
0.01	0.001	2	1.35	501.176700718164	0.00281044441778193
0.01	0.001	2	1.4	630.931436181831	0.00807534094420228
0.01	0.001	2	1.45	794.309396006989	0.00308213361462363
0.01	0.001	2	1.5	999.970664643428	0.0117900092910664
0.01	0.001	3	0.1	1.66362776576026	0.0338135177590552
0.01	0.001	3	0.15	2.54497838803013	0.158530408364058
0.01	0.001	3	0.2	3.92311075468381	0.0479817924786844
0.01	0.001	3	0.25	5.6049379680392	0.00817519224166649
0.01	0.001	3	0.3	7.9200813369721	0.0143788749204165
0.01	0.001	3	0.35	11.2022489618127	0.0181189993653772
0.01	0.001	3	0.4	15.8255141135757	0.00643216381204711
0.01	0.001	3	0.45	22.376052819114	0.00956611808212544
0.01	0.001	3	0.5	31.6035189363749	0.00661937111322101
0.01	0.001	3	0.55	44.6544518127089	0.0102698595555083
0.01	0.001	3	0.6	63.0813500264569	0.0107419264890645
0.01	0.001	3	0.65	89.111121933056	0.00343489320832228
0.01	0.001	3	0.7	125.888599494977	0.00052389320214913
0.01	0.001	3	0.75	177.822000131618	0.00382338452472087
0.01	0.001	3	0.8	251.180970529299	0.00235284295778925
0.01	0.001	3	0.85	354.804086094157	0.00404268969005913
0.01	0.001	3	0.9	501.168341556403	0.00251170561300798
0.01	0.001	3	0.95	707.926504527474	0.00704939386123154
0.01	0.001	3	1	999.923959	0.0305891096503302
0.01	0.001	3	1.05	1412.20736103112	0.223104999738391
0.01	0.001	3	1.1	1994.58683067673	0.577891317077362
0.01	0.001	3	1.15	2817.19709168334	0.855615929574217
0.01	0.001	3	1.2	3977.46528344772	2.48080494465967
0.01	0.001	3	1.25	5617.99173213589	3.24838963456405
0.01	0.001	3	1.3	7925.33102559604	10.9101019390838
0.01	0.001	3	1.35	11201.6631906795	10.8602699856257
0.01	0.001	3	1.4	15812.0723676318	33.1861789305627
0.01	0.001	3	1.45	22345.2063040018	18.6495048161972
0.01	0.001	3	1.5	31515.299255777	46.7258272746631
0.01	0.001	4	0.1	2.08205517874643	0.068540716144082
0.01	0.001	4	0.15	3.57823820054524	0.246028592331584
0.01	0.001	4	0.2	6.19332023330567	0.140193019045401
0.01	0.001	4	0.25	9.9430966259243	0.01676803727341
0.01	0.001	4	0.3	15.8112784266102	0.0195441775678038
0.01	0.001	4	0.35	25.087830746034	0.0152926301047826
0.01	0.001	4	0.4	39.7617822270743	0.0314608238051629
0.01	0.001	4	0.45	63.0594540726022	0.0318882314379134
0.01	0.001	4	0.5	99.9839427718144	0.0126374319618183
0.01	0.001	4	0.55	158.482438850755	0.00243802860841957
0.01	0.001	4	0.6	251.178793700727	0.00585189163916435
0.01	0.001	4	0.65	398.088078443285	0.00992359647223822
0.01	0.001	4	0.7	630.787324831125	0.0798094002116095
0.01	0.001	4	0.75	998.775032275033	0.387133947711815
0.01	0.001	4	0.8	1583.96473243614	0.845449587006119
0.01	0.001	4	0.85	2502.11354745807	8.74824137035548
0.01	0.001	4	0.9	3966.91535441286	11.5690768365018
0.01	0.001	4	0.95	6298.08451482666	8.26405905342191
0.01	0.001	4	1	9954.2335906	40.4399894853269
0.01	0.001	4	1.05	15748.9570768832	74.0268096496647
0.01	0.001	4	1.1	24545.6396150006	500.073827796763
0.01	0.001	4	1.15	39167.8655103289	546.009346925881
0.01	0.001	4	1.2	46264.7075160098	7731.74134713156
0.01	0.001	4	1.25	21849.9445779575	5040.45700197552
0.01	0.001	4	1.3	13235.6349838347	1948.09778554068
0.01	0.001	4	1.35	13982.1435120152	188.174624122747
0.01	0.001	4	1.4	29842.0479016325	18295.2933473837
0.01	0.001	4	1.45	30781.6790935227	2366.52346154193
0.01	0.001	4	1.5	46836.4365724061	5872.3252184913
0.01	0.001	5	0.1	2.69495618034705	0.136344073790503
0.01	0.001	5	0.15	5.52013603780037	0.0699607002292445
0.01	0.001	5	0.2	9.91519812153904	0.0443242952694117
0.01	0.001	5	0.25	17.6640105252738	0.0828792656364551
0.01	0.001	5	0.3	31.5173332087183	0.0483174986972879
0.01	0.001	5	0.35	56.1284487795254	0.0591224042323892
0.01	0.001	5	0.4	99.9604207360607	0.0155101830642953
0.01	0.001	5	0.45	177.82128638769	0.00444055569161477
0.01	0.001	5	0.5	316.198603271772	0.011800507891472
0.01	0.001	5	0.55	561.01081200453	1.10150895476526
0.01	0.001	5	0.6	992.330091651943	6.49460116732732
0.01	0.001	5	0.65	1768.8918687485	9.11683456591226
0.01	0.001	5	0.7	3124.88559931905	22.5381351935945
0.01	0.001	5	0.75	5572.535584806	33.0138104887449
0.01	0.001	5	0.8	9924.4223525108	82.5017132735033
0.01	0.001	5	0.85	16838.091470859	707.516493262788
0.01	0.001	5	0.9	26005.8677443634	3323.76769405171
0.01	0.001	5	0.95	17960.6675579577	7372.97298230251
0.01	0.001	5	1	11767.268701	977.276620023498
0.01	0.001	5	1.05	18739.7689926983	1972.06700651042
0.01	0.001	5	1.1	29457.2991229346	1887.10589285507
0.01	0.001	5	1.15	62688.6025001795	22630.4994559864
0.01	0.001	5	1.2	67700.1466198401	10619.2392056272
0.01	0.001	5	1.25	59793.9240739524	18993.948879662
0.01	0.001	5	1.3	19444.2551812036	3783.3422710461
0.01	0.001	5	1.35	19728.5497541161	1394.62132735037
0.01	0.001	5	1.4	27869.7422863227	1392.42392496266
0.01	0.001	5	1.45	63736.5092885021	41314.6506216986
0.01	0.001	5	1.5	71198.4288058543	17542.1383997269
0.01	0.001	6	0.1	3.61169216534553	0.141755497480526
0.01	0.001	6	0.15	7.80141299723843	0.0698004215654512
0.01	0.001	6	0.2	15.7159885613607	0.0865932653436555
0.01	0.001	6	0.25	31.3847227788045	0.126462807035387
0.01	0.001	6	0.3	62.9273915057833	0.0992246309635539
0.01	0.001	6	0.35	125.88402584174	0.00269442997157955
0.01	0.001	6	0.4	251.16932824832	0.00879761720581892
0.01	0.001	6	0.45	499.865582870495	1.09337299609531
0.01	0.001	6	0.5	980.828229263793	8.62276037922186
0.01	0.001	6	0.55	1959.92265806441	20.8175155156275
0.01	0.001	6	0.6	3909.84631038525	39.0039864649527
0.01	0.001	6	0.65	7751.45015301018	103.678284290213
0.01	0.001	6	0.7	14071.3140829548	1342.87909400979
0.01	0.001	6	0.75	17894.9979696564	9206.34271194048
0.01	0.001	6	0.8	13361.6926329158	5273.40908334476
0.01	0.001	6	0.85	18953.5184765687	781.424909584957
0.01	0.001	6	0.9	27487.2842087386	2784.61420697269
0.01	0.001	6	0.95	24739.6431789428	19397.9667144405
0.01	0.001	6	1	12515.5568836	699.407551739861
0.01	0.001	6	1.05	20699.606001617	1076.79158996969
0.01	0.001	6	1.1	34809.7422809481	1774.00646007013
0.01	0.001	6	1.15	66242.3541726561	18946.9525697411
0.01	0.001	6	1.2	75881.5354047862	11941.5511664085
0.01	0.001	6	1.25	91951.0297821566	29595.2081411981
